ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Desconto_Pct,Metodo_Pagamento,Canal_Venda,Cidade,Estado,Valor_Bruto,Valor_Desconto,Valor_Total
4092,2025-06-10,1488,Shampoo,Beleza,34.7,3,10.0,Boleto,Site,Rio de Janeiro,RJ,104.10000000000001,10.410000000000002,93.69000000000001
5517,2025-06-10,1135,Hidratante,Beleza,39.54,3,5.0,Boleto,Marketplace,Rio de Janeiro,RJ,118.62,5.931000000000001,112.68900000000001
2131,2025-06-10,1035,Hidratante,Beleza,40.9,3,0.0,Cartão de Débito,Marketplace,Petrópolis,RJ,122.69999999999999,0.0,122.69999999999999
2656,2025-06-10,1006,Luva,Esportes,60.92,1,0.0,Cartão de Crédito,App,Ribeirão Preto,SP,60.92,0.0,60.92
5881,2025-06-10,2133,Shampoo,Beleza,35.13,1,15.0,Cartão de Débito,App,Rio de Janeiro,RJ,35.13,5.2695,29.860500000000002
2136,2025-06-10,1506,Jaqueta,Roupas,239.94,2,0.0,Cartão de Crédito,Site,Rio de Janeiro,RJ,479.88,0.0,479.88
1655,2025-06-10,1468,Vestido,Roupas,175.05,2,0.0,Cartão de Débito,Marketplace,Santos,SP,350.1,0.0,350.1
1328,2025-06-10,2492,Calça,Roupas,125.38,1,0.0,Cartão de Crédito,App,São Paulo,SP,125.38,0.0,125.38
1573,2025-06-10,1148,Halter,Esportes,131.57,2,5.0,Cartão de Crédito,Marketplace,Itabira,MG,263.14,13.157,249.98299999999998
5476,2025-06-10,1605,Shampoo,Beleza,32.88,1,15.0,Boleto,Marketplace,Itabira,MG,32.88,4.932,27.948
4410,2025-06-10,1742,Bicicleta,Esportes,1377.91,1,5.0,Cartão de Crédito,Site,Santos,SP,1377.91,68.89550000000001,1309.0145
3062,2025-06-10,2111,Perfume,Beleza,192.35,4,0.0,Cartão de Crédito,Site,Campos,RJ,769.4,0.0,769.4
3759,2025-06-10,2300,Notebook,Eletrônicos,3482.74,2,15.0,Cartão de Débito,Site,Betim,MG,6965.48,1044.822,5920.657999999999
151,2025-06-10,1936,Luminária,Casa,89.655,2,0.0,Cartão de Crédito,Site,Itabira,MG,179.31,0.0,179.31
3176,2025-06-11,1490,Mouse,Eletrônicos,77.72,2,15.0,Cartão de Crédito,App,Campos,RJ,155.44,23.316,132.124
1927,2025-06-11,1942,Camiseta,Roupas,63.15,1,0.0,Boleto,Marketplace,Vitória da Conquista,BA,63.15,0.0,63.15
4226,2025-06-11,2085,Vestido,Roupas,179.66,2,0.0,Cartão de Crédito,Marketplace,Ribeirão Preto,SP,359.32,0.0,359.32
2601,2025-06-11,1574,Almofada,Casa,41.68,2,0.0,Cartão de Débito,Marketplace,Niterói,RJ,83.36,0.0,83.36
3905,2025-06-11,1067,Tênis,Roupas,318.9,1,5.0,Pix,App,Contagem,MG,318.9,15.945,302.955
1635,2025-06-11,1191,Headset,Eletrônicos,245.06,1,5.0,Cartão de Débito,Marketplace,Niterói,RJ,245.06,12.253,232.80700000000002
4694,2025-06-11,1344,Tapete,Casa,197.98,2,5.0,Cartão de Crédito,App,Ilhéus,BA,395.96,19.798000000000002,376.162
3348,2025-06-11,1709,Tapete,Casa,224.6,1,0.0,Boleto,Marketplace,Itabira,MG,224.6,0.0,224.6
2292,2025-06-11,2492,Bola,Esportes,66.77,3,10.0,Cartão de Crédito,App,Contagem,MG,200.31,20.031000000000002,180.279
1487,2025-06-11,1106,Hidratante,Beleza,39.54,1,10.0,Pix,App,Itabira,MG,39.54,3.954,35.586
3803,2025-06-11,2041,Mouse,Eletrônicos,75.59,1,5.0,Cartão de Crédito,Marketplace,Feira de Santana,BA,75.59,3.7795000000000005,71.8105
1519,2025-06-12,1532,Tapete,Casa,202.46,1,0.0,Pix,Marketplace,Niterói,RJ,202.46,0.0,202.46
1324,2025-06-12,1130,Camiseta,Roupas,59.58,1,10.0,Boleto,Site,Contagem,MG,59.58,5.958,53.622
5799,2025-06-12,2181,Garrafa Térmica,Esportes,50.2,3,0.0,Boleto,Site,Niterói,RJ,150.60000000000002,0.0,150.60000000000002
5374,2025-06-12,2208,Teclado,Eletrônicos,133.86,2,0.0,Cartão de Crédito,Site,Betim,MG,267.72,0.0,267.72
1920,2025-06-12,1975,Garrafa Térmica,Esportes,39.1,1,15.0,Cartão de Crédito,App,Campos,RJ,39.1,5.865,33.235
576,2025-06-12,2249,Luva,Esportes,59.83,1,0.0,Cartão de Crédito,Site,Campos,RJ,59.83,0.0,59.83
5850,2025-06-12,1691,Protetor Solar,Beleza,54.34,3,0.0,Pix,Marketplace,Campinas,SP,163.02,0.0,163.02
3255,2025-06-12,1537,Garrafa Térmica,Esportes,49.42,3,0.0,Boleto,App,Betim,MG,148.26,0.0,148.26
1994,2025-06-12,1668,Luminária,Casa,85.19,4,0.0,Pix,App,Belo Horizonte,MG,340.76,0.0,340.76
3790,2025-06-12,2152,Garrafa Térmica,Esportes,50.26,3,15.0,Boleto,Marketplace,Rio de Janeiro,RJ,150.78,22.617,128.163
3192,2025-06-12,1738,Cadeira,Casa,244.53,4,0.0,Boleto,Site,Feira de Santana,BA,978.12,0.0,978.12
5285,2025-06-12,1638,Headset,Eletrônicos,280.27,3,5.0,Boleto,Site,Contagem,MG,840.81,42.0405,798.7695
1246,2025-06-12,1880,Headset,Eletrônicos,246.49,2,10.0,Cartão de Crédito,Marketplace,Ilhéus,BA,492.98,49.298,443.682
4011,2025-06-12,2484,Sabonete,Beleza,10.13,2,0.0,Pix,App,Vitória da Conquista,BA,20.26,0.0,20.26
5513,2025-06-12,2118,Celular,Eletrônicos,1826.14,1,10.0,Pix,Site,Niterói,RJ,1826.14,182.61400000000003,1643.526
5817,2025-06-12,1379,Almofada,Casa,40.35,4,0.0,Cartão de Débito,App,Petrópolis,RJ,161.4,0.0,161.4
569,2025-06-12,1108,Bola,Esportes,70.725,4,0.0,Cartão de Crédito,Marketplace,Santos,SP,282.9,0.0,282.9
2570,2025-06-12,2061,Mouse,Eletrônicos,78.16,1,5.0,Pix,App,Ribeirão Preto,SP,78.16,3.908,74.252
2289,2025-06-12,1134,Sabonete,Beleza,10.82,1,5.0,Cartão de Crédito,Marketplace,Feira de Santana,BA,10.82,0.541,10.279
785,2025-06-12,2231,Headset,Eletrônicos,238.97,1,0.0,Boleto,App,Salvador,BA,238.97,0.0,238.97
806,2025-06-12,1420,Tênis,Roupas,327.65,2,0.0,Cartão de Débito,Site,Ilhéus,BA,655.3,0.0,655.3
5754,2025-06-13,2003,Luva,Esportes,51.47,4,5.0,Pix,Marketplace,Feira de Santana,BA,205.88,10.294,195.58599999999998
5170,2025-06-13,1588,Cadeira,Casa,277.63,2,5.0,Cartão de Crédito,Site,São Paulo,SP,555.26,27.763,527.497
3593,2025-06-13,2006,Notebook,Eletrônicos,3437.18,4,15.0,Cartão de Débito,App,Petrópolis,RJ,13748.72,2062.308,11686.412
4397,2025-06-13,1275,Tapete,Casa,218.13,2,0.0,Cartão de Crédito,Site,Niterói,RJ,436.26,0.0,436.26
2623,2025-06-13,1574,Sabonete,Beleza,11.36,2,15.0,Pix,Marketplace,Itabira,MG,22.72,3.408,19.311999999999998
5100,2025-06-13,1669,Sabonete,Beleza,8.56,1,0.0,Boleto,App,Betim,MG,8.56,0.0,8.56
3268,2025-06-13,2485,Notebook,Eletrônicos,3908.56,1,0.0,Cartão de Crédito,App,Petrópolis,RJ,3908.56,0.0,3908.56
3969,2025-06-13,1593,Protetor Solar,Beleza,54.33,2,5.0,Pix,App,São Paulo,SP,108.66,5.433,103.227
2323,2025-06-13,1437,Maquiagem,Beleza,101.61,2,0.0,Cartão de Crédito,Marketplace,Ilhéus,BA,203.22,0.0,203.22
1245,2025-06-13,1170,Headset,Eletrônicos,248.37,1,0.0,Cartão de Débito,Site,Itabira,MG,248.37,0.0,248.37
2422,2025-06-13,1639,Corda,Esportes,39.88,1,0.0,Pix,Marketplace,Betim,MG,39.88,0.0,39.88
2371,2025-06-13,1217,Headset,Eletrônicos,264.72,1,0.0,Cartão de Débito,Site,Campos,RJ,264.72,0.0,264.72
5849,2025-06-13,1524,Shampoo,Beleza,34.95,2,0.0,Pix,App,Ribeirão Preto,SP,69.9,0.0,69.9
883,2025-06-13,2339,Bicicleta,Esportes,1684.58,1,15.0,Cartão de Débito,Site,Campos,RJ,1684.58,252.68699999999998,1431.893
4875,2025-06-13,1529,Camiseta,Roupas,59.06,1,10.0,Cartão de Crédito,App,Campos,RJ,59.06,5.906000000000001,53.154
4326,2025-06-14,2481,Boné,Roupas,50.62,1,0.0,Boleto,Site,Ilhéus,BA,50.62,0.0,50.62
2297,2025-06-14,1322,Almofada,Casa,40.3,1,15.0,Boleto,Site,Salvador,BA,40.3,6.044999999999999,34.254999999999995
1472,2025-06-14,1084,Sabonete,Beleza,8.87,3,0.0,Cartão de Crédito,App,Campinas,SP,26.61,0.0,26.61
5702,2025-06-14,1023,Monitor,Eletrônicos,949.53,1,10.0,Cartão de Crédito,Site,Campinas,SP,949.53,94.953,854.577
1555,2025-06-14,1880,Celular,Eletrônicos,1825.68,2,10.0,Pix,Marketplace,Ribeirão Preto,SP,3651.36,365.136,3286.224
2043,2025-06-14,2106,Vestido,Roupas,161.84,1,10.0,Cartão de Débito,Marketplace,Santos,SP,161.84,16.184,145.656
1577,2025-06-14,1730,Panela,Casa,119.0,1,10.0,Cartão de Débito,Marketplace,Santos,SP,119.0,11.9,107.1
3007,2025-06-14,2003,Celular,Eletrônicos,1583.92,2,0.0,Cartão de Débito,App,Rio de Janeiro,RJ,3167.84,0.0,3167.84
3915,2025-06-14,1914,Jaqueta,Roupas,220.06,3,0.0,Boleto,Site,Rio de Janeiro,RJ,660.1800000000001,0.0,660.1800000000001
227,2025-06-14,2000,Sabonete,Beleza,10.13,1,15.0,Pix,Marketplace,Niterói,RJ,10.13,1.5195,8.6105
2975,2025-06-14,2173,Bicicleta,Esportes,1574.7,1,15.0,Cartão de Crédito,Marketplace,Santos,SP,1574.7,236.20499999999998,1338.4950000000001
1078,2025-06-14,2253,Camiseta,Roupas,67.6,1,15.0,Boleto,Site,Vitória da Conquista,BA,67.6,10.139999999999999,57.459999999999994
887,2025-06-14,2362,Luminária,Casa,92.74,1,15.0,Cartão de Crédito,Marketplace,Feira de Santana,BA,92.74,13.911,78.829
4164,2025-06-14,1647,Mesa,Casa,629.78,1,0.0,Cartão de Débito,App,Santos,SP,629.78,0.0,629.78
4169,2025-06-14,1741,Calça,Roupas,118.99,2,0.0,Boleto,App,Vitória da Conquista,BA,237.98,0.0,237.98
2494,2025-06-14,2021,Maquiagem,Beleza,88.43,1,15.0,Pix,App,Ilhéus,BA,88.43,13.2645,75.16550000000001
1001,2025-06-14,1183,Almofada,Casa,51.69,4,15.0,Cartão de Crédito,Marketplace,Rio de Janeiro,RJ,206.76,31.013999999999996,175.74599999999998
3552,2025-06-14,1373,Garrafa Térmica,Esportes,44.75,1,5.0,Pix,Marketplace,Vitória da Conquista,BA,44.75,2.2375000000000003,42.5125
175,2025-06-14,2410,Corda,Esportes,32.87,2,5.0,Cartão de Crédito,Site,Ribeirão Preto,SP,65.74,3.287,62.452999999999996
4985,2025-06-14,1934,Panela,Casa,126.14,1,0.0,Boleto,Marketplace,Campinas,SP,126.14,0.0,126.14
2842,2025-06-14,1236,Bicicleta,Esportes,1448.33,3,0.0,Cartão de Débito,App,Ribeirão Preto,SP,4344.99,0.0,4344.99
1858,2025-06-15,1450,Luminária,Casa,86.87,1,0.0,Pix,Marketplace,Belo Horizonte,MG,86.87,0.0,86.87
2160,2025-06-15,1038,Protetor Solar,Beleza,50.5,1,0.0,Pix,App,Feira de Santana,BA,50.5,0.0,50.5
2086,2025-06-15,1328,Vestido,Roupas,188.33,1,0.0,Cartão de Crédito,Site,São Paulo,SP,188.33,0.0,188.33
4994,2025-06-15,2040,Shampoo,Beleza,39.84,1,0.0,Boleto,Marketplace,Santos,SP,39.84,0.0,39.84
525,2025-06-15,2374,Calça,Roupas,136.21,1,5.0,Pix,Site,Contagem,MG,136.21,6.810500000000001,129.39950000000002
1285,2025-06-15,1265,Corda,Esportes,35.47,1,5.0,Pix,Site,Feira de Santana,BA,35.47,1.7735,33.6965
3699,2025-06-15,1433,Mesa,Casa,742.1,2,0.0,Cartão de Débito,Site,Niterói,RJ,1484.2,0.0,1484.2
47,2025-06-15,2254,Camiseta,Roupas,68.1,1,0.0,Cartão de Débito,Marketplace,Ilhéus,BA,68.1,0.0,68.1
412,2025-06-15,2263,Boné,Roupas,44.91,3,0.0,Boleto,Site,Feira de Santana,BA,134.73,0.0,134.73
602,2025-06-15,1629,Monitor,Eletrônicos,811.51,1,0.0,Cartão de Crédito,App,São Paulo,SP,811.51,0.0,811.51
2472,2025-06-15,1426,Teclado,Eletrônicos,147.81,1,10.0,Boleto,App,Campos,RJ,147.81,14.781,133.029
1290,2025-06-15,1572,Luva,Esportes,60.83,1,0.0,Boleto,App,Ilhéus,BA,60.83,0.0,60.83
5253,2025-06-15,2101,Headset,Eletrônicos,244.61,3,15.0,Pix,App,Campos,RJ,733.83,110.0745,623.7555
5272,2025-06-16,1009,Camiseta,Roupas,65.67,2,0.0,Pix,App,Salvador,BA,131.34,0.0,131.34
5536,2025-06-16,2292,Sabonete,Beleza,10.13,1,0.0,Boleto,Marketplace,Feira de Santana,BA,10.13,0.0,10.13
2392,2025-06-16,1105,Tapete,Casa,173.83,2,0.0,Cartão de Crédito,Site,Contagem,MG,347.66,0.0,347.66
4791,2025-06-16,1868,Celular,Eletrônicos,1759.59,2,0.0,Pix,App,Betim,MG,3519.18,0.0,3519.18
2161,2025-06-16,1289,Mesa,Casa,703.27,3,0.0,Cartão de Crédito,App,Campos,RJ,2109.81,0.0,2109.81
206,2025-06-16,1126,Bola,Esportes,78.76,1,10.0,Pix,Marketplace,Rio de Janeiro,RJ,78.76,7.876000000000001,70.884
5677,2025-06-16,2223,Sabonete,Beleza,10.26,1,0.0,Cartão de Crédito,Marketplace,Petrópolis,RJ,10.26,0.0,10.26
853,2025-06-16,2066,Mouse,Eletrônicos,74.68,1,15.0,Cartão de Débito,Marketplace,Niterói,RJ,74.68,11.202,63.47800000000001
2905,2025-06-16,1269,Hidratante,Beleza,43.76,1,0.0,Boleto,Site,Santos,SP,43.76,0.0,43.76
3054,2025-06-16,1127,Tapete,Casa,223.44,3,5.0,Cartão de Débito,Site,Feira de Santana,BA,670.3199999999999,33.516,636.804
1671,2025-06-16,1398,Boné,Roupas,54.95,1,15.0,Cartão de Crédito,App,Campos,RJ,54.95,8.2425,46.7075
5077,2025-06-16,1493,Maquiagem,Beleza,94.31,1,15.0,Boleto,Marketplace,Salvador,BA,94.31,14.1465,80.1635
431,2025-06-16,1470,Vestido,Roupas,185.21,2,0.0,Cartão de Débito,App,Campos,RJ,370.42,0.0,370.42
1457,2025-06-16,1437,Bola,Esportes,78.84,2,0.0,Pix,Marketplace,Santos,SP,157.68,0.0,157.68
3397,2025-06-16,2498,Jaqueta,Roupas,228.42,2,0.0,Boleto,Site,Rio de Janeiro,RJ,456.84,0.0,456.84
4779,2025-06-16,1980,Almofada,Casa,50.58,4,0.0,Boleto,App,Campinas,SP,202.32,0.0,202.32
3104,2025-06-16,1429,Camiseta,Roupas,52.64,2,0.0,Pix,Site,Ribeirão Preto,SP,105.28,0.0,105.28
2148,2025-06-16,1436,Bola,Esportes,63.58,1,0.0,Cartão de Débito,Site,Petrópolis,RJ,63.58,0.0,63.58
498,2025-06-16,1520,Protetor Solar,Beleza,55.39,3,10.0,Boleto,App,Campinas,SP,166.17000000000002,16.617,149.55300000000003
628,2025-06-16,1385,Bicicleta,Esportes,1554.43,1,5.0,Cartão de Débito,Site,Campos,RJ,1554.43,77.7215,1476.7085
5437,2025-06-16,1239,Mesa,Casa,714.5,4,0.0,Boleto,Marketplace,Niterói,RJ,2858.0,0.0,2858.0
5945,2025-06-16,2302,Garrafa Térmica,Esportes,42.45,1,15.0,Boleto,Marketplace,Ribeirão Preto,SP,42.45,6.367500000000001,36.0825
2565,2025-06-17,1076,Notebook,Eletrônicos,3928.27,3,5.0,Cartão de Crédito,Site,Belo Horizonte,MG,11784.81,589.2405,11195.5695
3530,2025-06-17,2093,Almofada,Casa,48.94,2,0.0,Boleto,App,Ribeirão Preto,SP,97.88,0.0,97.88
5657,2025-06-17,1634,Shampoo,Beleza,36.84,1,5.0,Pix,Marketplace,Feira de Santana,BA,36.84,1.8420000000000003,34.998000000000005
1400,2025-06-17,1854,Almofada,Casa,38.49,1,0.0,Pix,Site,Salvador,BA,38.49,0.0,38.49
230,2025-06-17,1035,Headset,Eletrônicos,252.68,4,0.0,Cartão de Débito,Site,Contagem,MG,1010.72,0.0,1010.72
3095,2025-06-17,1057,Shampoo,Beleza,39.89,1,15.0,Cartão de Débito,App,São Paulo,SP,39.89,5.9835,33.9065
2541,2025-06-17,1713,Almofada,Casa,41.92,1,0.0,Cartão de Débito,App,Rio de Janeiro,RJ,41.92,0.0,41.92
556,2025-06-17,2175,Notebook,Eletrônicos,3259.6,1,0.0,Pix,Site,Petrópolis,RJ,3259.6,0.0,3259.6
4447,2025-06-17,1644,Celular,Eletrônicos,1826.14,3,15.0,Cartão de Débito,Marketplace,Campos,RJ,5478.42,821.763,4656.657
42,2025-06-17,1622,Protetor Solar,Beleza,53.45,4,15.0,Boleto,Site,Santos,SP,213.8,32.07,181.73000000000002
177,2025-06-17,1250,Mesa,Casa,614.73,1,0.0,Boleto,App,Rio de Janeiro,RJ,614.73,0.0,614.73
2822,2025-06-17,1057,Corda,Esportes,36.79,1,0.0,Cartão de Crédito,App,Campos,RJ,36.79,0.0,36.79
2978,2025-06-17,1167,Halter,Esportes,111.32,1,0.0,Cartão de Débito,App,Campinas,SP,111.32,0.0,111.32
2495,2025-06-18,1356,Headset,Eletrônicos,268.3,2,15.0,Pix,App,Campinas,SP,536.6,80.49,456.11
5034,2025-06-18,2367,Panela,Casa,130.95,1,0.0,Pix,App,Vitória da Conquista,BA,130.95,0.0,130.95
4868,2025-06-18,2073,Teclado,Eletrônicos,147.26,2,10.0,Cartão de Crédito,App,Vitória da Conquista,BA,294.52,29.451999999999998,265.068
97,2025-06-18,1218,Protetor Solar,Beleza,63.24,2,5.0,Pix,App,Niterói,RJ,126.48,6.324000000000001,120.156
3471,2025-06-18,1636,Vestido,Roupas,178.6,4,5.0,Pix,Marketplace,Betim,MG,714.4,35.72,678.68
5996,2025-06-18,1542,Vestido,Roupas,178.345,2,0.0,Cartão de Crédito,Marketplace,Campinas,SP,356.69,0.0,356.69
4440,2025-06-18,2377,Luminária,Casa,76.8,1,0.0,Cartão de Débito,App,Niterói,RJ,76.8,0.0,76.8
5641,2025-06-18,2229,Protetor Solar,Beleza,60.38,1,0.0,Cartão de Crédito,Site,Feira de Santana,BA,60.38,0.0,60.38
607,2025-06-18,2071,Camiseta,Roupas,54.71,2,5.0,Cartão de Débito,App,Feira de Santana,BA,109.42,5.471,103.949
3594,2025-06-18,1095,Mesa,Casa,646.23,4,5.0,Boleto,Site,Ilhéus,BA,2584.92,129.246,2455.674
114,2025-06-18,1873,Corda,Esportes,40.24,1,15.0,Cartão de Crédito,App,Belo Horizonte,MG,40.24,6.0360000000000005,34.204
2977,2025-06-18,1649,Monitor,Eletrônicos,996.14,1,15.0,Cartão de Débito,Site,Ribeirão Preto,SP,996.14,149.421,846.719
5255,2025-06-18,2498,Bola,Esportes,70.725,2,0.0,Cartão de Débito,Site,São Paulo,SP,141.45,0.0,141.45
1022,2025-06-18,1250,Camiseta,Roupas,53.61,2,15.0,Cartão de Crédito,App,Petrópolis,RJ,107.22,16.083,91.137
1768,2025-06-18,1642,Maquiagem,Beleza,90.45,2,15.0,Cartão de Crédito,Site,Contagem,MG,180.9,27.135,153.76500000000001
394,2025-06-18,1417,Luminária,Casa,99.16,2,15.0,Cartão de Crédito,App,Niterói,RJ,198.32,29.747999999999998,168.572
3201,2025-06-18,1469,Tênis,Roupas,264.18,1,0.0,Cartão de Débito,Marketplace,Niterói,RJ,264.18,0.0,264.18
4101,2025-06-18,2330,Headset,Eletrônicos,231.56,3,5.0,Cartão de Crédito,App,Itabira,MG,694.6800000000001,34.734,659.946
4228,2025-06-19,1128,Maquiagem,Beleza,89.11,2,10.0,Cartão de Débito,Marketplace,Salvador,BA,178.22,17.822,160.398
2503,2025-06-19,1811,Tênis,Roupas,332.26,4,10.0,Pix,Site,Ribeirão Preto,SP,1329.04,132.904,1196.136
5043,2025-06-19,1993,Bicicleta,Esportes,1551.86,1,0.0,Cartão de Débito,Site,Niterói,RJ,1551.86,0.0,1551.86
5075,2025-06-19,1480,Notebook,Eletrônicos,3374.08,4,0.0,Boleto,Site,Contagem,MG,13496.32,0.0,13496.32
4549,2025-06-19,1923,Bicicleta,Esportes,1456.9,4,0.0,Boleto,App,Petrópolis,RJ,5827.6,0.0,5827.6
1331,2025-06-19,2241,Jaqueta,Roupas,221.58,1,0.0,Cartão de Crédito,Marketplace,Salvador,BA,221.58,0.0,221.58
4579,2025-06-19,2242,Protetor Solar,Beleza,61.38,2,0.0,Boleto,App,Campos,RJ,122.76,0.0,122.76
1622,2025-06-19,1520,Perfume,Beleza,204.45,3,15.0,Boleto,App,São Paulo,SP,613.3499999999999,92.00249999999998,521.3475
5622,2025-06-19,1262,Luminária,Casa,89.655,1,0.0,Pix,Site,Belo Horizonte,MG,89.655,0.0,89.655
943,2025-06-19,1568,Mouse,Eletrônicos,68.94,2,0.0,Pix,App,Santos,SP,137.88,0.0,137.88
4652,2025-06-19,2311,Tapete,Casa,203.92,1,5.0,Pix,App,Petrópolis,RJ,203.92,10.196,193.724
5673,2025-06-19,1400,Protetor Solar,Beleza,51.45,3,0.0,Cartão de Crédito,App,Santos,SP,154.35000000000002,0.0,154.35000000000002
267,2025-06-19,1485,Monitor,Eletrônicos,998.63,2,0.0,Pix,Marketplace,Betim,MG,1997.26,0.0,1997.26
385,2025-06-19,1219,Corda,Esportes,31.22,1,0.0,Boleto,Marketplace,Ribeirão Preto,SP,31.22,0.0,31.22
2797,2025-06-19,2093,Panela,Casa,131.98,2,0.0,Boleto,Marketplace,Campos,RJ,263.96,0.0,263.96
5804,2025-06-19,1710,Camiseta,Roupas,56.65,1,0.0,Boleto,Marketplace,Campos,RJ,56.65,0.0,56.65
4805,2025-06-19,1481,Shampoo,Beleza,34.34,4,0.0,Cartão de Débito,Marketplace,Feira de Santana,BA,137.36,0.0,137.36
4362,2025-06-19,2012,Almofada,Casa,46.57,1,0.0,Cartão de Crédito,Marketplace,Itabira,MG,46.57,0.0,46.57
4667,2025-06-20,2187,Vestido,Roupas,181.61,2,0.0,Cartão de Crédito,Site,Ilhéus,BA,363.22,0.0,363.22
5593,2025-06-20,1666,Bicicleta,Esportes,1555.78,3,10.0,Boleto,Site,Rio de Janeiro,RJ,4667.34,466.73400000000004,4200.606
1014,2025-06-20,1991,Jaqueta,Roupas,251.41,1,0.0,Cartão de Crédito,Site,Belo Horizonte,MG,251.41,0.0,251.41
4592,2025-06-20,2195,Maquiagem,Beleza,81.44,2,15.0,Boleto,Site,Campos,RJ,162.88,24.432,138.448
5353,2025-06-20,1590,Luva,Esportes,51.12,1,15.0,Cartão de Crédito,Site,Ilhéus,BA,51.12,7.667999999999999,43.452
4217,2025-06-20,2478,Mouse,Eletrônicos,79.52,3,0.0,Cartão de Crédito,App,Contagem,MG,238.56,0.0,238.56
2273,2025-06-20,2138,Garrafa Térmica,Esportes,49.93,2,0.0,Cartão de Débito,Marketplace,Campos,RJ,99.86,0.0,99.86
3937,2025-06-20,2409,Calça,Roupas,136.27,3,15.0,Pix,Site,Feira de Santana,BA,408.81000000000006,61.32150000000001,347.48850000000004
3003,2025-06-20,1677,Boné,Roupas,45.46,2,15.0,Pix,Marketplace,Santos,SP,90.92,13.638,77.282
3941,2025-06-20,1568,Protetor Solar,Beleza,59.57,2,0.0,Cartão de Crédito,Marketplace,Feira de Santana,BA,119.14,0.0,119.14
4220,2025-06-20,1101,Boné,Roupas,51.6,2,0.0,Boleto,App,Vitória da Conquista,BA,103.2,0.0,103.2
767,2025-06-20,2373,Panela,Casa,133.24,4,5.0,Cartão de Débito,Marketplace,Ribeirão Preto,SP,532.96,26.648000000000003,506.312
5654,2025-06-21,2481,Celular,Eletrônicos,1805.45,2,10.0,Boleto,Site,São Paulo,SP,3610.9,361.09000000000003,3249.81
3247,2025-06-21,1883,Hidratante,Beleza,39.54,1,15.0,Cartão de Crédito,Marketplace,Itabira,MG,39.54,5.931,33.609
110,2025-06-21,1672,Calça,Roupas,131.27,2,0.0,Pix,Marketplace,Campinas,SP,262.54,0.0,262.54
1643,2025-06-21,1332,Cadeira,Casa,257.41,1,5.0,Cartão de Crédito,Marketplace,Vitória da Conquista,BA,257.41,12.870500000000002,244.53950000000003
5718,2025-06-21,1944,Headset,Eletrônicos,268.24,1,5.0,Cartão de Débito,Site,Itabira,MG,268.24,13.412,254.828
2247,2025-06-21,1949,Headset,Eletrônicos,270.45,1,5.0,Cartão de Crédito,App,Niterói,RJ,270.45,13.5225,256.9275
3008,2025-06-21,1196,Vestido,Roupas,184.66,4,0.0,Cartão de Crédito,App,São Paulo,SP,738.64,0.0,738.64
4050,2025-06-21,1387,Maquiagem,Beleza,94.31,1,0.0,Pix,App,Vitória da Conquista,BA,94.31,0.0,94.31
5878,2025-06-21,1101,Garrafa Térmica,Esportes,38.65,3,0.0,Pix,App,Ribeirão Preto,SP,115.94999999999999,0.0,115.94999999999999
4547,2025-06-22,1382,Garrafa Térmica,Esportes,46.02,3,0.0,Cartão de Crédito,Marketplace,Campos,RJ,138.06,0.0,138.06
4510,2025-06-22,2061,Hidratante,Beleza,40.23,4,0.0,Cartão de Débito,Site,Salvador,BA,160.92,0.0,160.92
5365,2025-06-22,2080,Tapete,Casa,213.9,1,10.0,Cartão de Crédito,Marketplace,Campinas,SP,213.9,21.39,192.51
2710,2025-06-22,1793,Sabonete,Beleza,8.65,3,10.0,Boleto,App,Vitória da Conquista,BA,25.950000000000003,2.5950000000000006,23.355000000000004
739,2025-06-22,2480,Vestido,Roupas,160.08,2,10.0,Cartão de Débito,App,Campos,RJ,320.16,32.016000000000005,288.144
1644,2025-06-22,1039,Shampoo,Beleza,36.01,4,0.0,Cartão de Crédito,Marketplace,Feira de Santana,BA,144.04,0.0,144.04
5297,2025-06-22,2436,Camiseta,Roupas,61.94,4,0.0,Pix,App,Belo Horizonte,MG,247.76,0.0,247.76
2295,2025-06-22,1049,Panela,Casa,139.67,2,0.0,Pix,Marketplace,Campinas,SP,279.34,0.0,279.34
5803,2025-06-22,1993,Mouse,Eletrônicos,79.52,1,0.0,Cartão de Débito,App,Belo Horizonte,MG,79.52,0.0,79.52
1287,2025-06-22,1671,Boné,Roupas,53.9,2,0.0,Cartão de Débito,App,Ilhéus,BA,107.8,0.0,107.8
3427,2025-06-22,1246,Tapete,Casa,178.96,3,5.0,Pix,App,Itabira,MG,536.88,26.844,510.036
3294,2025-06-22,2351,Almofada,Casa,50.4,4,10.0,Cartão de Débito,Site,São Paulo,SP,201.6,20.16,181.44
5459,2025-06-22,1566,Celular,Eletrônicos,1826.14,1,0.0,Boleto,Marketplace,Campos,RJ,1826.14,0.0,1826.14
4445,2025-06-22,1050,Corda,Esportes,39.58,1,0.0,Cartão de Débito,Marketplace,Petrópolis,RJ,39.58,0.0,39.58
4954,2025-06-22,1870,Tapete,Casa,225.51,3,0.0,Boleto,Marketplace,Santos,SP,676.53,0.0,676.53
2911,2025-06-22,2219,Camiseta,Roupas,63.02,3,10.0,Cartão de Débito,App,Ilhéus,BA,189.06,18.906000000000002,170.154
